time,t1,time_t1,t2,time_t2,t3,time_t3,average_temperature,heater_on,fan_on,execution_interval,elapsed
1632768572618378402,22.25,1632768570858371128,34.25,1632768571738387200,32.5,1632768572618373698,33.375,False,True,3.0,2.6102700233459473
1632768575668417441,22.25,1632768573898374918,34.375,1632768574778392268,32.562,1632768575668412349,33.4685,False,True,3.0,2.6598968505859375
1632768578618390352,22.25,1632768576858897923,34.5,1632768577738387336,32.625,1632768578618385075,33.5625,False,True,3.0,2.609424591064453
1632768581658409754,22.25,1632768579938395294,34.562,1632768580778425922,32.75,1632768581658405031,33.656,False,True,3.0,2.649031400680542
1632768584618424395,22.25,1632768582859299979,34.625,1632768583738386990,32.812,1632768584618419099,33.7185,False,True,3.0,2.608593463897705
1632768587668990243,22.25,1632768585898417912,34.75,1632768586778405762,32.875,1632768587668985539,33.8125,False,True,3.0,2.658749580383301
1632768590618390088,22.25,1632768588858426165,34.812,1632768589738389775,32.875,1632768590618384884,33.8435,False,True,3.0,2.6076197624206543
1632768593658639911,22.25,1632768591898401807,34.875,1632768592778378620,33.0,1632768593658634689,33.9375,False,True,3.0,2.647676706314087
1632768596618386612,22.25,1632768594858425782,34.937,1632768595738406244,33.062,1632768596618381668,33.9995,False,True,3.0,2.606990098953247
1632768599668398190,22.25,1632768597898384110,34.937,1632768598788417210,33.125,1632768599668393449,34.031,True,True,3.0,2.656538724899292
1632768602617864034,22.25,1632768600859103464,35.0,1632768601738417046,33.187,1632768602617861034,34.0935,True,True,3.0,2.6052913665771484
1632768605658400483,22.25,1632768603908412440,35.062,1632768604778413244,33.25,1632768605658395335,34.156,False,True,3.0,2.6456711292266846
1632768608618413144,22.25,1632768606859023065,35.187,1632768607738522107,33.375,1632768608618408347,34.281,False,True,3.0,2.605252742767334
1632768611658390638,22.25,1632768609898387826,35.312,1632768610778380047,33.375,1632768611658385175,34.3435,False,True,3.0,2.644761323928833
1632768614618376373,22.25,1632768612868402496,35.437,1632768613738375319,33.5,1632768614618371243,34.4685,False,True,3.0,2.604327917098999
1632768617658542698,22.25,1632768615898586626,35.5,1632768616788605374,33.562,1632768617658537883,34.531,False,True,3.0,2.644076347351074
1632768620628390777,22.25,1632768618859134965,35.5,1632768619738885485,33.687,1632768620628385573,34.5935,False,True,3.0,2.6135098934173584
1632768623668389049,22.25,1632768621898387062,35.625,1632768622778425022,33.75,1632768623668384178,34.6875,False,True,3.0,2.6530091762542725
1632768626618383293,22.25,1632768624858384093,35.687,1632768625738378221,33.812,1632768626618378311,34.7495,False,True,3.0,2.602592945098877
1632768629708832641,22.25,1632768627898418753,35.687,1632768628778362604,33.875,1632768629708828790,34.781,False,True,3.0,2.692441940307617
1632768632618388207,22.25,1632768630858376321,35.75,1632768631738637075,33.937,1632768632618383614,34.8435,True,True,3.0,2.6017580032348633
1632768635658493921,22.25,1632768633898586294,35.812,1632768634778417109,33.937,1632768635658488977,34.8745,True,True,3.0,2.6413371562957764
1632768638618379676,22.25,1632768636859024597,35.812,1632768637738383289,34.062,1632768638618374695,34.937,False,True,3.0,2.6008009910583496
1632768641739224806,22.25,1632768639948166112,35.937,1632768640858971700,34.125,1632768641739219658,35.031,False,True,3.0,2.721179962158203
1632768644618388312,22.25,1632768642858385482,35.937,1632768643738383092,34.125,1632768644618383553,35.031,False,True,3.0,2.600313663482666
1632768647658401065,22.25,1632768645898389606,36.125,1632768646778628656,34.25,1632768647658395713,35.1875,False,True,3.0,2.639533758163452
1632768650628400568,22.25,1632768648859210570,36.187,1632768649738289840,34.375,1632768650628395235,35.281,False,True,3.0,2.609119176864624
1632768653658444312,22.25,1632768651908535619,36.312,1632768652778384629,34.437,1632768653658439515,35.3745,False,True,3.0,2.6387412548065186
1632768656698381973,22.25,1632768654938395162,36.375,1632768655818378993,34.5,1632768656698376751,35.4375,False,True,3.0,2.67826509475708
1632768659658466392,22.25,1632768657898388785,36.437,1632768658778403376,34.562,1632768659658461262,35.4995,False,True,3.0,2.6380748748779297
1632768662698371461,22.25,1632768660938580721,36.437,1632768661818537516,34.625,1632768662698367295,35.531,False,True,3.0,2.6773054599761963
1632768665658435547,22.25,1632768663898483568,36.5,1632768664779366869,34.625,1632768665658430325,35.5625,True,True,3.0,2.6370913982391357
1632768668698945386,22.25,1632768666938383286,36.5,1632768667828375275,34.687,1632768668698940441,35.5935,True,True,3.0,2.677332878112793
1632768671658374591,22.25,1632768669897952304,36.562,1632768670778389796,34.75,1632768671658369258,35.656,False,True,3.0,2.636258125305176
1632768674698384918,22.25,1632768672948406394,36.687,1632768673818403827,34.812,1632768674698380011,35.7495,False,True,3.0,2.675793409347534
1632768677658364227,22.25,1632768675898618153,36.75,1632768676778384470,34.937,1632768677658358913,35.8435,False,True,3.0,2.6353893280029297
1632768680698381721,22.25,1632768678938394724,36.875,1632768679818339316,35.0,1632768680698376758,35.9375,False,True,3.0,2.674975633621216
1632768683658391308,22.25,1632768681898424755,36.937,1632768682778405698,35.062,1632768683658386326,35.9995,False,True,3.0,2.634589433670044
1632768686698387968,22.25,1632768684938388527,37.0,1632768685818436173,35.125,1632768686698382913,36.0625,False,True,3.0,2.674163579940796
1632768689658388962,22.25,1632768687908557176,37.062,1632768688778554739,35.187,1632768689658383907,36.1245,False,True,3.0,2.6337785720825195
1632768692698385641,22.312,1632768690938385478,37.125,1632768691818382162,35.25,1632768692698380364,36.1875,False,True,3.0,2.673380136489868
1632768695658386783,22.25,1632768693898621932,37.125,1632768694778492025,35.25,1632768695658381432,36.1875,False,True,3.0,2.6329920291900635
1632768698698359278,22.25,1632768696938369429,37.187,1632768697818363483,35.312,1632768698698354463,36.2495,True,True,3.0,2.6724984645843506
1632768701658435511,22.25,1632768699898262369,37.187,1632768700778607400,35.312,1632768701658430271,36.2495,True,True,3.0,2.632187604904175
1632768704698384136,22.25,1632768702938414102,37.25,1632768703818380082,35.437,1632768704698378914,36.3435,False,True,3.0,2.67170786857605
1632768707658416944,22.25,1632768705898389022,37.375,1632768706778431742,35.5,1632768707658411611,36.4375,False,True,3.0,2.631348133087158
1632768710698392031,22.25,1632768708938423071,37.5,1632768709819391778,35.625,1632768710698386864,36.5625,False,True,3.0,2.6708950996398926
1632768713658382988,22.25,1632768711898373658,37.562,1632768712778398582,35.625,1632768713658378266,36.5935,False,True,3.0,2.6304900646209717
1632768716698489629,22.25,1632768714948435142,37.625,1632768715818381910,35.687,1632768716698484536,36.656,False,True,3.0,2.6701931953430176
1632768719658397605,22.25,1632768717898434997,37.687,1632768718778484976,35.75,1632768719658392754,36.7185,False,True,3.0,2.62968111038208
1632768722698541820,22.25,1632768720938537064,37.75,1632768721818592339,35.812,1632768722698536801,36.781,False,True,3.0,2.669384479522705
1632768725658385242,22.25,1632768723898077231,37.75,1632768724778892292,35.875,1632768725658380149,36.8125,False,True,3.0,2.6288299560546875
1632768728738379902,22.312,1632768726938478071,37.812,1632768727828535985,35.875,1632768728738374513,36.8435,False,True,3.0,2.7083933353424072
1632768731658409414,22.25,1632768729898292364,37.812,1632768730778429064,35.937,1632768731658404600,36.8745,True,True,3.0,2.628018379211426
1632768734698388001,22.25,1632768732938401190,37.875,1632768733818376670,36.0,1632768734698383057,36.9375,True,True,3.0,2.6676700115203857
1632768737658396995,22.25,1632768735938312907,37.937,1632768736778382627,36.062,1632768737658391810,36.9995,False,True,3.0,2.6272175312042236
1632768740698402026,22.25,1632768738938386085,38.0,1632768739818375695,36.125,1632768740698396267,37.0625,False,True,3.0,2.666804790496826
1632768743658369391,22.25,1632768741938611039,38.125,1632768742778385503,36.187,1632768743658364650,37.156,False,True,3.0,2.626356840133667
